#header line GPU processors,avg,error_bar,run1,run2,run3
1,2581.175211,12.28324116,2570.722064,2577.515024,2595.288546
12,2654.264329,60.47470486,2627.196022,2607.323777,2728.273187
24,2702.836936,34.99517822,2673.331538,2743.321894,2691.857374
48,3093.898198,23.49917051,3063.980723,3110.979064,3106.734807
